job_id,workload,node_id,node_type,input_tokens,output_tokens,shared_prefix_token_len,private_prefix_token_len
debate_job_2,debate,debate_job_2_r0_critic_2,llm_call,2048,16,1088,960
debate_job_2,debate,debate_job_2_r0_critic_3,llm_call,2048,16,1088,960
debate_job_2,debate,debate_job_2_r0_judge,aggregate,2048,16,1280,768
debate_job_3,debate,debate_job_3_r0_proposer_0,llm_call,2048,16,1024,1024
debate_job_3,debate,debate_job_3_r0_proposer_1,llm_call,2048,16,1024,1024
debate_job_3,debate,debate_job_3_r0_proposer_2,llm_call,2048,16,1024,1024
debate_job_3,debate,debate_job_3_r0_proposer_3,llm_call,2048,16,1024,1024
debate_job_3,debate,debate_job_3_r0_critic_0,llm_call,2048,16,1088,960
debate_job_3,debate,debate_job_3_r0_critic_1,llm_call,2048,16,1088,960
debate_job_3,debate,debate_job_3_r0_critic_2,llm_call,2048,16,1088,960
debate_job_3,debate,debate_job_3_r0_critic_3,llm_call,2048,16,1088,960
debate_job_3,debate,debate_job_3_r0_judge,aggregate,2048,16,1280,768
debate_job_4,debate,debate_job_4_r0_proposer_0,llm_call,2048,16,1024,1024
debate_job_4,debate,debate_job_4_r0_proposer_1,llm_call,2048,16,1024,1024
debate_job_4,debate,debate_job_4_r0_proposer_2,llm_call,2048,16,1024,1024
debate_job_4,debate,debate_job_4_r0_proposer_3,llm_call,2048,16,1024,1024
debate_job_4,debate,debate_job_4_r0_critic_0,llm_call,2048,16,1088,960
debate_job_4,debate,debate_job_4_r0_critic_1,llm_call,2048,16,1088,960
debate_job_4,debate,debate_job_4_r0_critic_2,llm_call,2048,16,1088,960
debate_job_4,debate,debate_job_4_r0_critic_3,llm_call,2048,16,1088,960
debate_job_4,debate,debate_job_4_r0_judge,aggregate,2048,16,1280,768
moa_job_0,moa,moa_job_0_l0_agent_0,llm_call,2048,16,1024,1024
moa_job_0,moa,moa_job_0_l0_agent_1,llm_call,2048,16,1024,1024
moa_job_0,moa,moa_job_0_l0_agent_2,llm_call,2048,16,1024,1024
moa_job_0,moa,moa_job_0_l0_agent_3,llm_call,2048,16,1024,1024
moa_job_0,moa,moa_job_0_l1_agent_0,llm_call,2048,16,1280,768
moa_job_0,moa,moa_job_0_l1_agent_1,llm_call,2048,16,1280,768
moa_job_0,moa,moa_job_0_l1_agent_2,llm_call,2048,16,1280,768
moa_job_0,moa,moa_job_0_l1_agent_3,llm_call,2048,16,1280,768
moa_job_0,moa,moa_job_0_l2_agent_0,summarize,2048,16,1280,768
moa_job_1,moa,moa_job_1_l0_agent_0,llm_call,2048,16,1024,1024
moa_job_1,moa,moa_job_1_l0_agent_1,llm_call,2048,16,1024,1024
moa_job_1,moa,moa_job_1_l0_agent_2,llm_call,2048,16,1024,1024
moa_job_1,moa,moa_job_1_l0_agent_3,llm_call,2048,16,1024,1024
moa_job_1,moa,moa_job_1_l1_agent_0,llm_call,2048,16,1280,768
moa_job_1,moa,moa_job_1_l1_agent_1,llm_call,2048,16,1280,768
moa_job_1,moa,moa_job_1_l1_agent_2,llm_call,2048,16,1280,768
moa_job_1,moa,moa_job_1_l1_agent_3,llm_call,2048,16,1280,768
moa_job_1,moa,moa_job_1_l2_agent_0,summarize,2048,16,1280,768
moa_job_2,moa,moa_job_2_l0_agent_0,llm_call,2048,16,1024,1024
moa_job_2,moa,moa_job_2_l0_agent_1,llm_call,2048,16,1024,1024
moa_job_2,moa,moa_job_2_l0_agent_2,llm_call,2048,16,1024,1024
moa_job_2,moa,moa_job_2_l0_agent_3,llm_call,2048,16,1024,1024
moa_job_2,moa,moa_job_2_l1_agent_0,llm_call,2048,16,1280,768
moa_job_2,moa,moa_job_2_l1_agent_1,llm_call,2048,16,1280,768
moa_job_2,moa,moa_job_2_l1_agent_2,llm_call,2048,16,1280,768
moa_job_2,moa,moa_job_2_l1_agent_3,llm_call,2048,16,1280,768
moa_job_2,moa,moa_job_2_l2_agent_0,summarize,2048,16,1280,768
moa_job_3,moa,moa_job_3_l0_agent_0,llm_call,2048,16,1024,1024
moa_job_3,moa,moa_job_3_l0_agent_1,llm_call,2048,16,1024,1024
moa_job_3,moa,moa_job_3_l0_agent_2,llm_call,2048,16,1024,1024
moa_job_3,moa,moa_job_3_l0_agent_3,llm_call,2048,16,1024,1024
moa_job_3,moa,moa_job_3_l1_agent_0,llm_call,2048,16,1280,768
moa_job_3,moa,moa_job_3_l1_agent_1,llm_call,2048,16,1280,768
moa_job_3,moa,moa_job_3_l1_agent_2,llm_call,2048,16,1280,768
moa_job_3,moa,moa_job_3_l1_agent_3,llm_call,2048,16,1280,768
moa_job_3,moa,moa_job_3_l2_agent_0,summarize,2048,16,1280,768
moa_job_4,moa,moa_job_4_l0_agent_0,llm_call,2048,16,1024,1024
moa_job_4,moa,moa_job_4_l0_agent_1,llm_call,2048,16,1024,1024
moa_job_4,moa,moa_job_4_l0_agent_2,llm_call,2048,16,1024,1024
moa_job_4,moa,moa_job_4_l0_agent_3,llm_call,2048,16,1024,1024
moa_job_4,moa,moa_job_4_l1_agent_0,llm_call,2048,16,1280,768
moa_job_4,moa,moa_job_4_l1_agent_1,llm_call,2048,16,1280,768
moa_job_4,moa,moa_job_4_l1_agent_2,llm_call,2048,16,1280,768
moa_job_4,moa,moa_job_4_l1_agent_3,llm_call,2048,16,1280,768
moa_job_4,moa,moa_job_4_l2_agent_0,summarize,2048,16,1280,768
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_planner,llm_call,2048,16,1024,1024
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_planner_aggregate,aggregate,2048,16,1280,768
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_final,summarize,2048,16,1024,1024
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_planner,llm_call,2048,16,1024,1024
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_planner_aggregate,aggregate,2048,16,1280,768
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_final,summarize,2048,16,1024,1024
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_planner,llm_call,2048,16,1024,1024
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_planner_aggregate,aggregate,2048,16,1280,768
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_final,summarize,2048,16,1024,1024
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_planner,llm_call,2048,16,1024,1024
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_planner_aggregate,aggregate,2048,16,1280,768
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_final,summarize,2048,16,1024,1024
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_planner,llm_call,2048,16,1024,1024
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_start,llm_call,2048,16,1024,1024
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_tool_0,tool_call,32,16,16,16
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_after_tool_0,llm_call,2048,16,1056,992
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_planner_aggregate,aggregate,2048,16,1280,768
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_final,summarize,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_planner,llm_call,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_reader_0,llm_call,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_reader_1,llm_call,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_reader_2,llm_call,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_reader_3,llm_call,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_patch_proposer,llm_call,2048,16,1280,768
swe_like_job_0,swe_like,swe_like_job_0_reviewer,verify,2048,16,1024,1024
swe_like_job_0,swe_like,swe_like_job_0_final_patch_summary,summarize,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_planner,llm_call,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_reader_0,llm_call,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_reader_1,llm_call,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_reader_2,llm_call,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_reader_3,llm_call,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_patch_proposer,llm_call,2048,16,1280,768
swe_like_job_1,swe_like,swe_like_job_1_reviewer,verify,2048,16,1024,1024
swe_like_job_1,swe_like,swe_like_job_1_final_patch_summary,summarize,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_planner,llm_call,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_reader_0,llm_call,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_reader_1,llm_call,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_reader_2,llm_call,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_reader_3,llm_call,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_patch_proposer,llm_call,2048,16,1280,768
swe_like_job_2,swe_like,swe_like_job_2_reviewer,verify,2048,16,1024,1024
swe_like_job_2,swe_like,swe_like_job_2_final_patch_summary,summarize,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_planner,llm_call,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_reader_0,llm_call,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_reader_1,llm_call,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_reader_2,llm_call,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_reader_3,llm_call,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_patch_proposer,llm_call,2048,16,1280,768
swe_like_job_3,swe_like,swe_like_job_3_reviewer,verify,2048,16,1024,1024
swe_like_job_3,swe_like,swe_like_job_3_final_patch_summary,summarize,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_planner,llm_call,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_reader_0,llm_call,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_reader_1,llm_call,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_reader_2,llm_call,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_reader_3,llm_call,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_patch_proposer,llm_call,2048,16,1280,768
swe_like_job_4,swe_like,swe_like_job_4_reviewer,verify,2048,16,1024,1024
swe_like_job_4,swe_like,swe_like_job_4_final_patch_summary,summarize,2048,16,1024,1024
rag_like_job_0,rag_like,rag_like_job_0_retriever,tool_call,64,128,32,32
rag_like_job_0,rag_like,rag_like_job_0_domain_0,llm_call,2048,16,1088,960
rag_like_job_0,rag_like,rag_like_job_0_domain_1,llm_call,2048,16,1088,960
rag_like_job_0,rag_like,rag_like_job_0_domain_2,llm_call,2048,16,1088,960
rag_like_job_0,rag_like,rag_like_job_0_domain_3,llm_call,2048,16,1088,960
rag_like_job_0,rag_like,rag_like_job_0_critic,verify,2048,16,1280,768
rag_like_job_0,rag_like,rag_like_job_0_final,summarize,2048,16,1024,1024
rag_like_job_1,rag_like,rag_like_job_1_retriever,tool_call,64,128,32,32
rag_like_job_1,rag_like,rag_like_job_1_domain_0,llm_call,2048,16,1088,960
rag_like_job_1,rag_like,rag_like_job_1_domain_1,llm_call,2048,16,1088,960
rag_like_job_1,rag_like,rag_like_job_1_domain_2,llm_call,2048,16,1088,960
rag_like_job_1,rag_like,rag_like_job_1_domain_3,llm_call,2048,16,1088,960
rag_like_job_1,rag_like,rag_like_job_1_critic,verify,2048,16,1280,768
rag_like_job_1,rag_like,rag_like_job_1_final,summarize,2048,16,1024,1024
rag_like_job_2,rag_like,rag_like_job_2_retriever,tool_call,64,128,32,32
rag_like_job_2,rag_like,rag_like_job_2_domain_0,llm_call,2048,16,1088,960
rag_like_job_2,rag_like,rag_like_job_2_domain_1,llm_call,2048,16,1088,960
rag_like_job_2,rag_like,rag_like_job_2_domain_2,llm_call,2048,16,1088,960
rag_like_job_2,rag_like,rag_like_job_2_domain_3,llm_call,2048,16,1088,960
rag_like_job_2,rag_like,rag_like_job_2_critic,verify,2048,16,1280,768
rag_like_job_2,rag_like,rag_like_job_2_final,summarize,2048,16,1024,1024
rag_like_job_3,rag_like,rag_like_job_3_retriever,tool_call,64,128,32,32
rag_like_job_3,rag_like,rag_like_job_3_domain_0,llm_call,2048,16,1088,960
rag_like_job_3,rag_like,rag_like_job_3_domain_1,llm_call,2048,16,1088,960
rag_like_job_3,rag_like,rag_like_job_3_domain_2,llm_call,2048,16,1088,960
rag_like_job_3,rag_like,rag_like_job_3_domain_3,llm_call,2048,16,1088,960
rag_like_job_3,rag_like,rag_like_job_3_critic,verify,2048,16,1280,768
rag_like_job_3,rag_like,rag_like_job_3_final,summarize,2048,16,1024,1024
rag_like_job_4,rag_like,rag_like_job_4_retriever,tool_call,64,128,32,32
rag_like_job_4,rag_like,rag_like_job_4_domain_0,llm_call,2048,16,1088,960
rag_like_job_4,rag_like,rag_like_job_4_domain_1,llm_call,2048,16,1088,960
rag_like_job_4,rag_like,rag_like_job_4_domain_2,llm_call,2048,16,1088,960
rag_like_job_4,rag_like,rag_like_job_4_domain_3,llm_call,2048,16,1088,960
rag_like_job_4,rag_like,rag_like_job_4_critic,verify,2048,16,1280,768
rag_like_job_4,rag_like,rag_like_job_4_final,summarize,2048,16,1024,1024
