trace_id,dataset,task_id,model,agent_or_harness,success,reward,resolved,duration_s,input_tokens,output_tokens,cache_tokens,total_steps
terminalbench:break-filter-js-from-html__RCHFNKx,terminalbench,break-filter-js-from-html,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,189.11099243164062,358731.0,2555.0,,59
terminalbench:93d9c49f-523e-4326-9acf-7b37860320ce,terminalbench,break-filter-js-from-html,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,104.77799987792969,13063.0,2917.0,0.0,7
terminalbench:4156a8d5-e399-41f5-ae0f-db9e0f608e10,terminalbench,bn-fit-modify,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,564.3300170898438,403458.0,8431.0,0.0,30
terminalbench:bn-fit-modify__qN7dL2C,terminalbench,bn-fit-modify,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,188.23199462890625,43393.0,7907.0,,15
terminalbench:bn-fit-modify__8oYFuCA,terminalbench,bn-fit-modify,gpt-5-mini@openai,mini-swe-agent,True,1.0,True,225.08700561523438,41803.0,9621.0,,8
terminalbench:adaptive-rejection-sampler__DFZ5rbT,terminalbench,adaptive-rejection-sampler,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,628.8389892578125,2137974.0,552.0,,47
terminalbench:e007831f-3ee1-464c-a68f-f4cefb40acde,terminalbench,adaptive-rejection-sampler,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,84.58000183105469,9075.0,9699.0,0.0,5
terminalbench:build-cython-ext__syjnHUo,terminalbench,build-cython-ext,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,108.80000305175781,14779.0,6333.0,,5
terminalbench:bn-fit-modify__GhqDnHc,terminalbench,bn-fit-modify,gpt-5-codex@openai,terminus-2,False,0.0,False,440.9070129394531,89487.0,11603.0,,17
terminalbench:break-filter-js-from-html__J2d7BGR,terminalbench,break-filter-js-from-html,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,1096.7860107421875,,,,94
terminalbench:break-filter-js-from-html__Xq5Y26D,terminalbench,break-filter-js-from-html,claude-haiku-4-5-20251001@anthropic,claude-code,False,0.0,False,1072.7879638671875,14815969.0,3895.0,,298
terminalbench:bn-fit-modify__kaRi3Qv,terminalbench,bn-fit-modify,grok-4-0709@xai,openhands,True,1.0,True,1245.7750244140625,824815.0,3240.0,,85
terminalbench:build-cython-ext__FhWJRpm,terminalbench,build-cython-ext,grok-4-0709@xai,mini-swe-agent,False,0.0,False,527.6859741210938,811055.0,5834.0,,44
terminalbench:break-filter-js-from-html__HppGaXj,terminalbench,break-filter-js-from-html,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,82.52400207519531,10816.0,2995.0,,7
terminalbench:build-cython-ext__mBcZLec,terminalbench,build-cython-ext,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,False,0.0,False,230.1909942626953,322938.0,5919.0,,33
terminalbench:break-filter-js-from-html__VmN2svh,terminalbench,break-filter-js-from-html,claude-opus-4-1-20250805@anthropic,mini-swe-agent,False,0.0,False,795.0960083007812,1775646.0,18001.0,,129
terminalbench:break-filter-js-from-html__FGRoBV3,terminalbench,break-filter-js-from-html,grok-4-0709@xai,terminus-2,False,0.0,False,481.9159851074219,6351.0,701.0,,5
terminalbench:break-filter-js-from-html__m7rqXa8,terminalbench,break-filter-js-from-html,claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,True,1.0,True,710.64501953125,1624971.0,15136.0,,125
terminalbench:break-filter-js-from-html__z2pMjox,terminalbench,break-filter-js-from-html,gpt-5@openai,mini-swe-agent,False,0.0,False,191.3820037841797,11616.0,6665.0,,7
terminalbench:bn-fit-modify__5eeFwo9,terminalbench,bn-fit-modify,claude-haiku-4-5-20251001@anthropic,mini-swe-agent,False,0.0,False,144.82899475097656,42991.0,5345.0,,13
terminalbench:bn-fit-modify__BimioQd,terminalbench,bn-fit-modify,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,821.322021484375,4394586.0,45541.0,,202
terminalbench:bn-fit-modify__d7pvoBR,terminalbench,bn-fit-modify,glm-5@z-ai,terminus-2,False,0.0,False,779.0549926757812,0.0,0.0,,33
terminalbench:dd86a91b-5ae9-41f9-b14b-7087550c0050,terminalbench,build-cython-ext,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,719.0399780273438,4237482.0,8632.0,0.0,179
terminalbench:83922183-b6df-4772-a086-38e588d3280d,terminalbench,bn-fit-modify,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,298.15899658203125,500708.0,8478.0,442993.0,33
terminalbench:break-filter-js-from-html__YrKE4JG,terminalbench,break-filter-js-from-html,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,66.65699768066406,3063.0,1689.0,,4
terminalbench:bn-fit-modify__JQWoRdj,terminalbench,bn-fit-modify,gpt-5-nano@openai,terminus-2,False,0.0,False,373.66400146484375,30964.0,32661.0,,7
terminalbench:9c0b753d-53d1-4c80-bbff-2c3671858600,terminalbench,bn-fit-modify,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,175.27499389648438,4296.0,3811.0,0.0,4
terminalbench:adaptive-rejection-sampler__8BQzhfn,terminalbench,adaptive-rejection-sampler,grok-code-fast-1@xai,terminus-2,False,0.0,False,501.5509948730469,270423.0,11371.0,,14
terminalbench:bn-fit-modify__ssTFpFK,terminalbench,bn-fit-modify,claude-haiku-4-5-20251001@anthropic,claude-code,False,0.0,False,237.0760040283203,1251796.0,1581.0,,55
terminalbench:bn-fit-modify__dfTyRgH,terminalbench,bn-fit-modify,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,255.8489990234375,42993.0,6246.0,,9
terminalbench:bn-fit-modify__9PFiXMi,terminalbench,bn-fit-modify,gpt-5-nano@openai,codex,False,0.0,False,391.364013671875,125072.0,14944.0,,12
terminalbench:break-filter-js-from-html__uMcR8ke,terminalbench,break-filter-js-from-html,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,1460.4859619140625,2700488.0,13401.0,,226
terminalbench:bn-fit-modify__aBLqJqS,terminalbench,bn-fit-modify,claude-opus-4-1-20250805@anthropic,mini-swe-agent,True,1.0,True,235.73500061035156,79537.0,5839.0,,12
terminalbench:bn-fit-modify__gGrupZt,terminalbench,bn-fit-modify,claude-opus-4-6@anthropic,claude-code,True,1.0,True,406.0360107421875,,,,44
terminalbench:adaptive-rejection-sampler__aNLWX2L,terminalbench,adaptive-rejection-sampler,minimax-m2.5@Minimax,terminus-2,False,0.0,False,1120.0279541015625,104756.0,22293.0,,44
terminalbench:b0ebf23d-ba67-4458-be9b-10ae8bfea2a1,terminalbench,break-filter-js-from-html,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,79.18099975585938,17611.0,4039.0,0.0,8
terminalbench:break-filter-js-from-html__jcXX5ky,terminalbench,break-filter-js-from-html,claude-sonnet-4-5-20250929@anthropic,claude-code,False,0.0,False,162.90499877929688,748483.0,386.0,,44
terminalbench:break-filter-js-from-html__4ZhjFbj,terminalbench,break-filter-js-from-html,gpt-5.2@openai,terminus-2,True,1.0,True,442.54400634765625,,,,10
terminalbench:bn-fit-modify__KunFVdZ,terminalbench,bn-fit-modify,gpt-5-codex@openai,mini-swe-agent,True,1.0,True,419.9410095214844,106309.0,18071.0,,17
terminalbench:break-filter-js-from-html__9LZzA3S,terminalbench,break-filter-js-from-html,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,1226.208984375,3217657.0,28302.0,,157
terminalbench:adaptive-rejection-sampler__rYFck7E,terminalbench,adaptive-rejection-sampler,gpt-5-nano@openai,terminus-2,False,0.0,False,1066.3470458984375,422500.0,73005.0,,20
terminalbench:break-filter-js-from-html__jT94aGP,terminalbench,break-filter-js-from-html,claude-haiku-4-5-20251001@anthropic,terminus-2,False,0.0,False,1253.10400390625,3480138.0,32039.0,,121
terminalbench:adaptive-rejection-sampler__HhzfH65,terminalbench,adaptive-rejection-sampler,gpt-5.2-codex@openai,deepagent-harbor,False,0.0,False,904.5150146484375,,,,2
terminalbench:bn-fit-modify__RxGsedi,terminalbench,bn-fit-modify,gpt-5-mini@openai,codex,True,1.0,True,174.5260009765625,64218.0,6594.0,,11
terminalbench:b17e03dc-11c8-441f-ba6d-f506fd2cc912,terminalbench,bn-fit-modify,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,794.4600219726562,4657378.0,53455.0,0.0,202
terminalbench:adaptive-rejection-sampler__7VUwC5Q,terminalbench,adaptive-rejection-sampler,claude-sonnet-4-5-20250929@anthropic,openhands,True,1.0,True,849.1199951171875,3673816.0,39565.0,,145
terminalbench:break-filter-js-from-html__zyFmJWB,terminalbench,break-filter-js-from-html,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,1240.6240234375,1826625.0,18950.0,,113
terminalbench:bn-fit-modify__5TQKCFA,terminalbench,bn-fit-modify,gemini-2.5-pro@gemini,openhands,False,0.0,False,458.0780029296875,1083903.0,19948.0,,73
terminalbench:break-filter-js-from-html__UFenfoH,terminalbench,break-filter-js-from-html,claude-opus-4-5-20251101@anthropic,terminus-2,True,1.0,True,416.010009765625,435473.0,11465.0,,41
terminalbench:break-filter-js-from-html__cRcDUvb,terminalbench,break-filter-js-from-html,grok-4-0709@xai,mini-swe-agent,False,0.0,False,1245.050048828125,83045.0,2514.0,,24
terminalbench:adaptive-rejection-sampler__TUTdrpa,terminalbench,adaptive-rejection-sampler,glm-5@z-ai,terminus-2,False,0.0,False,913.06201171875,0.0,0.0,,22
terminalbench:0fc2a085-9d6b-43a4-9061-26bc7e800231,terminalbench,bn-fit-modify,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,322.37701416015625,45611.0,9235.0,0.0,9
terminalbench:bn-fit-modify__cqv9JfU,terminalbench,bn-fit-modify,gpt-5-mini@openai,mini-swe-agent,True,1.0,True,216.1269989013672,44673.0,8004.0,,8
terminalbench:build-cython-ext__3sRgCnf,terminalbench,build-cython-ext,grok-4-0709@xai,mini-swe-agent,False,0.0,False,378.72900390625,662806.0,5445.0,,42
terminalbench:adaptive-rejection-sampler__w8GrZYu,terminalbench,adaptive-rejection-sampler,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,756.1580200195312,1642248.0,25906.0,,50
terminalbench:build-cython-ext__qDXfDUt,terminalbench,build-cython-ext,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,204.85000610351562,974978.0,4832.0,,30
terminalbench:build-cython-ext__zWZ3wje,terminalbench,build-cython-ext,grok-4-0709@xai,openhands,False,0.0,False,994.8200073242188,1053355.0,2629.0,,97
terminalbench:bn-fit-modify__kPnnp8L,terminalbench,bn-fit-modify,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,504.77301025390625,612025.0,26177.0,,73
terminalbench:build-cython-ext__KDCTG9d,terminalbench,build-cython-ext,grok-4-0709@xai,openhands,False,0.0,False,993.219970703125,2406665.0,7766.0,,139
terminalbench:adaptive-rejection-sampler__8gGkr6i,terminalbench,adaptive-rejection-sampler,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,904.31298828125,750052.0,33078.0,,27
terminalbench:8fba3520-8268-43b3-8e56-877a93535255,terminalbench,break-filter-js-from-html,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,1460.4859619140625,2700488.0,13401.0,0.0,226
terminalbench:cc2f8450-62de-4035-b330-fd1336096d9a,terminalbench,build-cython-ext,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,476.385986328125,2440614.0,9294.0,0.0,185
terminalbench:build-cython-ext__o5NEotU,terminalbench,build-cython-ext,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,158.89100646972656,430059.0,2260.0,,36
terminalbench:adaptive-rejection-sampler__YcUaWEr,terminalbench,adaptive-rejection-sampler,gemini-2.5-pro@gemini,mini-swe-agent,True,1.0,True,349.7720031738281,232830.0,29014.0,,16
terminalbench:bn-fit-modify__xTRtADq,terminalbench,bn-fit-modify,deepseek-v3.2@deepseek,terminus-2,True,1.0,True,609.927978515625,194596.0,10888.0,,22
terminalbench:break-filter-js-from-html__5CvuUbR,terminalbench,break-filter-js-from-html,gpt-5-mini@openai,codex,False,0.0,False,80.39700317382812,78023.0,2420.0,,12
terminalbench:bn-fit-modify__neaBYUE,terminalbench,bn-fit-modify,gpt-5@openai,mini-swe-agent,True,1.0,True,371.1730041503906,59577.0,18903.0,,8
terminalbench:bn-fit-modify__GwECAjY,terminalbench,bn-fit-modify,claude-opus-4-1-20250805@anthropic,openhands,False,0.0,False,457.6510009765625,512243.0,10105.0,,57
terminalbench:3f2ce6d6-b642-4a65-8447-845ed6cad8b2,terminalbench,adaptive-rejection-sampler,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,True,1.0,True,951.1959838867188,374624.0,31379.0,0.0,20
terminalbench:bn-fit-modify__fBMAXNt,terminalbench,bn-fit-modify,claude-opus-4-1-20250805@anthropic,terminus-2,True,1.0,True,350.09100341796875,136837.0,7059.0,,14
terminalbench:bn-fit-modify__qsU3YMz,terminalbench,bn-fit-modify,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,87.60800170898438,18282.0,9044.0,,7
terminalbench:build-cython-ext__8fqEqmK,terminalbench,build-cython-ext,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,249.14999389648438,2261788.0,7987.0,,44
terminalbench:break-filter-js-from-html__VyPqcqF,terminalbench,break-filter-js-from-html,claude-opus-4-6@anthropic,claude-code,True,1.0,True,114.60099792480469,,,,29
terminalbench:bn-fit-modify__8iFUWQB,terminalbench,bn-fit-modify,gpt-5@openai,codex,True,1.0,True,149.4250030517578,99381.0,7554.0,,12
terminalbench:build-cython-ext__jxuAnVX,terminalbench,build-cython-ext,gpt-5@openai,mini-swe-agent,False,0.0,False,918.125,464062.0,36100.0,,16
terminalbench:build-cython-ext__sYTZDXS,terminalbench,build-cython-ext,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,836.8720092773438,1363427.0,70005.0,,43
terminalbench:bn-fit-modify__SVdG54N,terminalbench,bn-fit-modify,grok-4-0709@xai,openhands,True,1.0,True,1023.281982421875,1100981.0,4182.0,,91
terminalbench:b8686266-a041-4c2f-8789-b44f75cb222e,terminalbench,break-filter-js-from-html,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,300.2250061035156,431164.0,5605.0,0.0,62
terminalbench:bn-fit-modify__UdP7kQj,terminalbench,bn-fit-modify,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,324.85198974609375,58353.0,45931.0,,10
terminalbench:bn-fit-modify__dS5tTrD,terminalbench,bn-fit-modify,claude-haiku-4-5-20251001@anthropic,terminus-2,False,0.0,False,283.3349914550781,167592.0,10046.0,,19
terminalbench:99f980e2-f765-419b-8dc8-6b1f4da3c1ac,terminalbench,bn-fit-modify,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,87.60800170898438,18282.0,9044.0,0.0,7
terminalbench:bn-fit-modify__mDoi84o,terminalbench,bn-fit-modify,gpt-5-mini@openai,terminus-2,True,1.0,True,425.75,61518.0,12252.0,,8
terminalbench:adaptive-rejection-sampler__T8iJMrb,terminalbench,adaptive-rejection-sampler,glm-5@z-ai,terminus-2,True,1.0,True,955.5330200195312,0.0,0.0,,26
terminalbench:break-filter-js-from-html__J3b5rCu,terminalbench,break-filter-js-from-html,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,818.5180053710938,2491512.0,30885.0,,83
terminalbench:bn-fit-modify__JPCTx4V,terminalbench,bn-fit-modify,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,221.26199340820312,540044.0,3565.0,,34
