artifact_file,source_result_dir,source_command,source_git_commit,source_git_dirty,source_created_unix,source_duration_source,source_arrival_mode,source_arrival_rates
decode_cohort_analytical_sweep.csv,results/round9_decode_cohort_sweep,"scripts/run_decode_cohort_sweep.py --workload decode_heavy_shared_prefix --num-agents 2,4,8,16,32 --shared-prefix-tokens 512,2048,8192,32768 --output-tokens 32,128,512 --cohort-size 1,2,4,8,16 --out results/round9_decode_cohort_sweep --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202489.4485326,,,
replication_tradeoff_summary.csv,results/round9_replication_tradeoff,"scripts/run_replication_tradeoff.py --workload moa_decode_cohort_stress --sram-per-tile-mb 1,2,4,8,16 --link-bandwidth-GBps 10,25,50,100 --replication-policies no_replication,benefit_cost,replicate_all,oracle --out results/round9_replication_tradeoff --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202471.7976391,,,
prefix_realism_sensitivity.csv,results/round9_prefix_realism_sensitivity,"scripts/run_prefix_realism_sensitivity.py --wafer-config configs/wafer/wse_like.yaml --cross-job-task-group-size 1,2,5,10,20,50 --unique-task-ratio 0,0.1,0.25,0.5,0.75,1.0 --num-jobs 100 --out results/round9_prefix_realism_sensitivity --duration-source synthetic --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202299.810598,synthetic,,
prefix_realism_prefix_stats.csv,results/round9_prefix_realism_sensitivity,"scripts/run_prefix_realism_sensitivity.py --wafer-config configs/wafer/wse_like.yaml --cross-job-task-group-size 1,2,5,10,20,50 --unique-task-ratio 0,0.1,0.25,0.5,0.75,1.0 --num-jobs 100 --out results/round9_prefix_realism_sensitivity --duration-source synthetic --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202299.810598,synthetic,,
regime_classification.csv,results/round9_prefix_realism_sensitivity,"scripts/run_prefix_realism_sensitivity.py --wafer-config configs/wafer/wse_like.yaml --cross-job-task-group-size 1,2,5,10,20,50 --unique-task-ratio 0,0.1,0.25,0.5,0.75,1.0 --num-jobs 100 --out results/round9_prefix_realism_sensitivity --duration-source synthetic --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202299.810598,synthetic,,
planning_overhead_summary.csv,results/round9_global_main_h100sharedfit,"scripts/run_global_serving_sweep.py --traces results/round6_characterization_synthetic/traces/*.jsonl --wafer-config configs/wafer/wse_like.yaml --arrival-mode poisson --arrival-rate-jobs-per-s 2,4,8,16 --max-jobs 100 --baselines no_cache,apc_like,kvflow_like,pat_like,wafer_naive,waferagent_full,ideal_next_use_cache --duration-source synthetic --shared-attention-cost-fit results/round9_shared_attention_fit/simulation/shared_attention_cost_fit.json --out results/round9_global_main_h100sharedfit --clean-required",e1fda3377365586db6adf13d97fb4fb3152574d2,False,1779202189.7693994,synthetic,poisson,"2,4,8,16"
shared_attention_microbench_summary.csv,results/round9_shared_attention_microbench_h100,"scripts/run_shared_attention_microbench.py --device cuda:1 --shared-prefix-tokens 512,2048,8192,16384 --private-tokens 64,256,1024 --num-agents 1,2,4,8,16 --warmup-reps 10 --reps 30 --out results/round9_shared_attention_microbench_h100 --clean-required",c208041d0ec9aed8c0cf2dbf8d2c0ff263372d04,False,1779202122.382893,,,
shared_attention_microbench_raw_sample.csv,results/round9_shared_attention_microbench_h100,"scripts/run_shared_attention_microbench.py --device cuda:1 --shared-prefix-tokens 512,2048,8192,16384 --private-tokens 64,256,1024 --num-agents 1,2,4,8,16 --warmup-reps 10 --reps 30 --out results/round9_shared_attention_microbench_h100 --clean-required",c208041d0ec9aed8c0cf2dbf8d2c0ff263372d04,False,1779202122.382893,,,
shared_attention_cost_fit.json,results/round9_shared_attention_fit,scripts/fit_shared_attention_cost_model.py --microbench results/round9_shared_attention_microbench_h100/simulation/shared_attention_microbench_summary.csv --out results/round9_shared_attention_fit --clean-required,c208041d0ec9aed8c0cf2dbf8d2c0ff263372d04,False,1779202135.4740589,,,
shared_attention_fit_quality.json,results/round9_shared_attention_fit,scripts/fit_shared_attention_cost_model.py --microbench results/round9_shared_attention_microbench_h100/simulation/shared_attention_microbench_summary.csv --out results/round9_shared_attention_fit --clean-required,c208041d0ec9aed8c0cf2dbf8d2c0ff263372d04,False,1779202135.4740589,,,
